,SiteNo,Trip.date,year,month,Site,Transect,Letter,Trans_No,trans_ID,ID,observer,observer_num,lat,lon,Depth.m.,Species,Confidence,Number_Ind,Length,C,R,G,S,SG,SW,A,B,A1_size,K1_size,K2_size,Description,Comment,depth_category,a,b,method,c_t,weight
2019,IUI,01/12/2019,2019,december,NA,2,C,2C,iui 2 Sara Ohayon Tal Perevoloski december 2019,iui 2 Tal Perevoloski 2019 december,Tal Perevolotski,one_observer,29.501034,34.917308,21.8,Eviota prasites,0,2,2,44,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00617,3.08,bayesian,C,0.104348821
2020,IUI,01/12/2019,2019,december,NA,2,C,2C,iui 2 Sara Ohayon Tal Perevoloski december 2019,iui 2 Tal Perevoloski 2019 december,Tal Perevolotski,one_observer,29.501034,34.917308,21.8,Synodus variegatus,0,1,13,44,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.004838,3.32916,bayesian,C,24.72643554
2021,IUI,01/12/2019,2019,december,NA,2,C,2C,iui 2 Sara Ohayon Tal Perevoloski december 2019,iui 2 Tal Perevoloski 2019 december,Tal Perevolotski,one_observer,29.501034,34.917308,21.8,Trimma avidori,0,1,3,44,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00891,3.07,bayesian,C,0.259800484
2022,IUI,01/12/2019,2019,december,NA,4,C,4C,iui 4 Sara Ohayon Tal Perevoloski december 2019,iui 4 Tal Perevoloski 2019 december,Tal Perevolotski,one_observer,29.500969,34.917228,23.5,Pterois radiata,0,1,20,48,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.01148,3.09,mean,C,120.2609346
2023,IUI,01/12/2019,2019,december,NA,4,C,4C,iui 4 Sara Ohayon Tal Perevoloski december 2019,iui 4 Tal Perevoloski 2019 december,Tal Perevolotski,one_observer,29.500969,34.917228,23.5,Pomacentrus trichrourus,0,2,8,48,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.04203,3,could be wrong,C,43.03872
2024,IUI,01/12/2019,2019,december,NA,4,C,4C,iui 4 Sara Ohayon Tal Perevoloski december 2019,iui 4 Tal Perevoloski 2019 december,Tal Perevolotski,one_observer,29.500969,34.917228,23.5,Pomacentrus trichrourus,0,1,7,48,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.04203,3,could be wrong,C,14.41629
2025,IUI,01/12/2019,2019,december,NA,4,C,4C,iui 4 Sara Ohayon Tal Perevoloski december 2019,iui 4 Tal Perevoloski 2019 december,Tal Perevolotski,one_observer,29.500969,34.917228,23.5,Pomacentrus trichrourus,0,2,6,48,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.04203,3,could be wrong,C,18.15696
2026,IUI,01/12/2019,2019,december,NA,4,C,4C,iui 4 Sara Ohayon Tal Perevoloski december 2019,iui 4 Tal Perevoloski 2019 december,Tal Perevolotski,one_observer,29.500969,34.917228,23.5,Pomacentrus trichrourus,0,1,5,48,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.04203,3,could be wrong,C,5.25375
2027,IUI,01/12/2019,2019,december,NA,4,C,4C,iui 4 Sara Ohayon Tal Perevoloski december 2019,iui 4 Tal Perevoloski 2019 december,Tal Perevolotski,one_observer,29.500969,34.917228,23.5,Pomacentrus trichrourus,0,2,4,48,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.04203,3,could be wrong,C,5.37984
2028,IUI,01/12/2019,2019,december,NA,4,C,4C,iui 4 Sara Ohayon Tal Perevoloski december 2019,iui 4 Tal Perevoloski 2019 december,Tal Perevolotski,one_observer,29.500969,34.917228,23.5,Pomacentrus trichrourus,0,1,2,48,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.04203,3,could be wrong,C,0.33624
2029,IUI,01/12/2019,2019,december,NA,4,C,4C,iui 4 Sara Ohayon Tal Perevoloski december 2019,iui 4 Tal Perevoloski 2019 december,Tal Perevolotski,one_observer,29.500969,34.917228,23.5,Pomacentrus trichrourus,0,1,3,48,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.04203,3,could be wrong,C,1.13481
2030,IUI,01/12/2019,2019,december,NA,4,C,4C,iui 4 Sara Ohayon Tal Perevoloski december 2019,iui 4 Tal Perevoloski 2019 december,Tal Perevolotski,one_observer,29.500969,34.917228,23.5,Bryaninops natans,0,2,2,48,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00617,3.08,bayesian,C,0.104348821
2031,IUI,01/12/2019,2019,december,NA,4,C,4C,iui 4 Sara Ohayon Tal Perevoloski december 2019,iui 4 Tal Perevoloski 2019 december,Tal Perevolotski,one_observer,29.500969,34.917228,23.5,Eviota sebreei,0,3,2,48,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00617,3.08,bayesian,C,0.156523231
2032,IUI,01/12/2019,2019,december,NA,4,C,4C,iui 4 Sara Ohayon Tal Perevoloski december 2019,iui 4 Tal Perevoloski 2019 december,Tal Perevolotski,one_observer,29.500969,34.917228,23.5,Corythoichthys schultzi,0,1,10,48,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.000605,3,mean,C,0.605
2033,IUI,01/12/2019,2019,december,NA,4,C,4C,iui 4 Sara Ohayon Tal Perevoloski december 2019,iui 4 Tal Perevoloski 2019 december,Tal Perevolotski,one_observer,29.500969,34.917228,23.5,Pseudochromis fridmani,0,1,4,48,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00501,3.11,bayesian,C,0.373460177
2034,IUI,01/12/2019,2019,december,NA,4,C,4C,iui 4 Sara Ohayon Tal Perevoloski december 2019,iui 4 Tal Perevoloski 2019 december,Tal Perevolotski,one_observer,29.500969,34.917228,23.5,Pseudochromis springeri,0,1,4,48,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.01175,3.01,bayesian,C,0.762497529
2035,IUI,01/12/2019,2019,december,NA,4,C,4C,iui 4 Sara Ohayon Tal Perevoloski december 2019,iui 4 Tal Perevoloski 2019 december,Tal Perevolotski,one_observer,29.500969,34.917228,23.5,Dascyllus marginatus,0,1,4,48,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.0177,3,mean,C,1.1328
2036,IUI,01/12/2019,2019,december,NA,4,C,4C,iui 4 Sara Ohayon Tal Perevoloski december 2019,iui 4 Tal Perevoloski 2019 december,Tal Perevolotski,one_observer,29.500969,34.917228,23.5,Ecsenius frontalis,0,1,4,48,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00741,3,bayesian,C,0.47424
2037,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Shahar Chaikin 2019 december,Shahar Chaikin,two_observers,29.521858,34.934403,18.5,Pristiapogon exostigma,1,1,10,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,synonym,deep,NA,NA,NA,NA,NA
2038,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Shahar Chaikin 2019 december,Shahar Chaikin,two_observers,29.521858,34.934403,18.5,Pomacentrus trichrourus,0,1,8,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.04203,3,could be wrong,C,21.51936
2039,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Shahar Chaikin 2019 december,Shahar Chaikin,two_observers,29.521858,34.934403,18.5,Pomacentrus trichrourus,0,2,5,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.04203,3,could be wrong,C,10.5075
2040,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Shahar Chaikin 2019 december,Shahar Chaikin,two_observers,29.521858,34.934403,18.5,Pomacentrus trichrourus,0,2,4,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.04203,3,could be wrong,C,5.37984
2041,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Shahar Chaikin 2019 december,Shahar Chaikin,two_observers,29.521858,34.934403,18.5,Pseudochromis springeri,0,1,8,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.01175,3.01,bayesian,C,6.142408948
2042,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Shahar Chaikin 2019 december,Shahar Chaikin,two_observers,29.521858,34.934403,18.5,Pseudochromis springeri,0,1,6,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.01175,3.01,bayesian,C,2.583884699
2043,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Shahar Chaikin 2019 december,Shahar Chaikin,two_observers,29.521858,34.934403,18.5,Ecsenius aroni,0,1,3,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00741,3,bayesian,C,0.20007
2044,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Shahar Chaikin 2019 december,Shahar Chaikin,two_observers,29.521858,34.934403,18.5,Pleurosicya micheli,0,2,2,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00617,3.08,bayesian,C,0.104348821
2045,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Shahar Chaikin 2019 december,Shahar Chaikin,two_observers,29.521858,34.934403,18.5,Eviota sebreei,0,1,3,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00617,3.08,bayesian,C,0.181894107
2046,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Shahar Chaikin 2019 december,Shahar Chaikin,two_observers,29.521858,34.934403,18.5,Eviota sebreei,0,1,2,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00617,3.08,bayesian,C,0.05217441
2047,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Shahar Chaikin 2019 december,Shahar Chaikin,two_observers,29.521858,34.934403,18.5,Synodus variegatus,1,1,15,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.004838,3.32916,bayesian,C,39.81638618
2048,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Shahar Chaikin 2019 december,Shahar Chaikin,two_observers,29.521858,34.934403,18.5,Dascyllus marginatus,0,2,9,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.0177,3,mean,C,25.8066
2049,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Shahar Chaikin 2019 december,Shahar Chaikin,two_observers,29.521858,34.934403,18.5,Dascyllus marginatus,0,2,5,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.0177,3,mean,C,4.425
2050,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Shahar Chaikin 2019 december,Shahar Chaikin,two_observers,29.521858,34.934403,18.5,Pseudochromis fridmani,0,1,8,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00501,3.11,bayesian,C,3.224390147
2051,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.521858,34.934403,18.5,Pomacentrus trichrourus,0,2,8,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.04203,3,could be wrong,C,43.03872
2052,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.521858,34.934403,18.5,Pomacentrus trichrourus,0,2,7,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.04203,3,could be wrong,C,28.83258
2053,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.521858,34.934403,18.5,Pomacentrus trichrourus,0,1,5,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.04203,3,could be wrong,C,5.25375
2054,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.521858,34.934403,18.5,Pomacentrus trichrourus,0,5,4,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.04203,3,could be wrong,C,13.4496
2055,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.521858,34.934403,18.5,Pomacentrus trichrourus,0,1,3,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.04203,3,could be wrong,C,1.13481
2056,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.521858,34.934403,18.5,Pseudochromis springeri,0,2,4,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.01175,3.01,bayesian,C,1.524995058
2057,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.521858,34.934403,18.5,Pseudochromis springeri,0,1,5,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.01175,3.01,bayesian,C,1.492579868
2058,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.521858,34.934403,18.5,Pseudochromis springeri,0,1,3,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.01175,3.01,bayesian,C,0.320754563
2059,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.521858,34.934403,18.5,Pseudochromis springeri,0,1,2,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.01175,3.01,bayesian,C,0.094653822
2060,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.521858,34.934403,18.5,Eviota sebreei,0,1,3,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00617,3.08,bayesian,C,0.181894107
2061,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.521858,34.934403,18.5,Bryaninops natans,0,8,3,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00617,3.08,bayesian,C,1.455152854
2062,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.521858,34.934403,18.5,Bryaninops natans,0,1,2,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00617,3.08,bayesian,C,0.05217441
2063,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.521858,34.934403,18.5,Dascyllus marginatus,0,2,4,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.0177,3,mean,C,2.2656
2064,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.521858,34.934403,18.5,Dascyllus marginatus,0,2,3,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.0177,3,mean,C,0.9558
2065,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.521858,34.934403,18.5,Pleurosicya micheli,0,1,2,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00617,3.08,bayesian,C,0.05217441
2066,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.521858,34.934403,18.5,Ecsenius frontalis,0,1,3,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00741,3,bayesian,C,0.20007
2067,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.521858,34.934403,18.5,Amblyglyphidodon flavilatus,0,1,3,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.02239,2.99,bayesian,C,0.597924908
2068,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.521858,34.934403,18.5,Gobiodon reticulatus,0,1,3,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00891,3.07,mean,C,0.259800484
2069,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.521858,34.934403,18.5,Eviota prasites,0,4,3,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00617,3.08,bayesian,C,0.727576427
2070,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.521858,34.934403,18.5,Eviota prasites,0,4,2,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00617,3.08,bayesian,C,0.208697642
2071,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.521858,34.934403,18.5,Pleurosicya micheli,0,2,3,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00617,3.08,bayesian,C,0.363788214
2072,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.521858,34.934403,18.5,Gnatholepis anjerensis,0,1,7,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00871,3.06,bayesian,C,3.357516514
2073,Katza,02/12/2019,2019,december,NA,13,C,13C,katza 13 Tal Perevoloski Shahar Chaikin december 2019,katza 13 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.521858,34.934403,18.5,Ecsenius nalolo,0,1,5,72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,NA,NA,NA,NA,NA
2074,Katza,02/12/2019,2019,december,NA,15,C,15C,katza 15 Tal Perevoloski Shahar Chaikin december 2019,katza 15 Shahar Chaikin 2019 december,Shahar Chaikin,two_observers,29.52204,34.934467,8.8,Istigobius decoratus,0,2,8,68,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.02035,2.73174,mean,C,11.92892891
2075,Katza,02/12/2019,2019,december,NA,15,C,15C,katza 15 Tal Perevoloski Shahar Chaikin december 2019,katza 15 Shahar Chaikin 2019 december,Shahar Chaikin,two_observers,29.52204,34.934467,8.8,Pomacentrus trichrourus,0,3,5,68,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.04203,3,could be wrong,C,15.76125
2076,Katza,02/12/2019,2019,december,NA,15,C,15C,katza 15 Tal Perevoloski Shahar Chaikin december 2019,katza 15 Shahar Chaikin 2019 december,Shahar Chaikin,two_observers,29.52204,34.934467,8.8,Myripristis murdjan,0,1,20,68,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.024755,3.07525,mean,C,248.1163735
2077,Katza,02/12/2019,2019,december,NA,15,C,15C,katza 15 Tal Perevoloski Shahar Chaikin december 2019,katza 15 Shahar Chaikin 2019 december,Shahar Chaikin,two_observers,29.52204,34.934467,8.8,Myripristis murdjan,0,1,17,68,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.024755,3.07525,mean,C,150.5223452
2078,Katza,02/12/2019,2019,december,NA,15,C,15C,katza 15 Tal Perevoloski Shahar Chaikin december 2019,katza 15 Shahar Chaikin 2019 december,Shahar Chaikin,two_observers,29.52204,34.934467,8.8,Sargocentron caudimaculatum,0,1,16,68,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.0391,2.941,mean,C,135.9858206
2079,Katza,02/12/2019,2019,december,NA,15,C,15C,katza 15 Tal Perevoloski Shahar Chaikin december 2019,katza 15 Shahar Chaikin 2019 december,Shahar Chaikin,two_observers,29.52204,34.934467,8.8,Sargocentron caudimaculatum,0,1,20,68,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.0391,2.941,mean,C,262.1235099
2080,Katza,02/12/2019,2019,december,NA,15,C,15C,katza 15 Tal Perevoloski Shahar Chaikin december 2019,katza 15 Shahar Chaikin 2019 december,Shahar Chaikin,two_observers,29.52204,34.934467,8.8,Pterois radiata,0,1,20,68,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.01148,3.09,mean,C,120.2609346
2081,Katza,02/12/2019,2019,december,NA,15,C,15C,katza 15 Tal Perevoloski Shahar Chaikin december 2019,katza 15 Shahar Chaikin 2019 december,Shahar Chaikin,two_observers,29.52204,34.934467,8.8,Ecsenius frontalis,0,1,9,68,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.00741,3,bayesian,C,5.40189
2082,Katza,02/12/2019,2019,december,NA,15,C,15C,katza 15 Tal Perevoloski Shahar Chaikin december 2019,katza 15 Shahar Chaikin 2019 december,Shahar Chaikin,two_observers,29.52204,34.934467,8.8,Ecsenius gravieri,0,1,8,68,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.00741,3,bayesian,C,3.79392
2083,Katza,02/12/2019,2019,december,NA,15,C,15C,katza 15 Tal Perevoloski Shahar Chaikin december 2019,katza 15 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.52204,34.934467,8.8,Pomacentrus trichrourus,0,2,9,68,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.04203,3,could be wrong,C,61.27974
2084,Katza,02/12/2019,2019,december,NA,15,C,15C,katza 15 Tal Perevoloski Shahar Chaikin december 2019,katza 15 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.52204,34.934467,8.8,Pomacentrus trichrourus,0,6,8,68,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.04203,3,could be wrong,C,129.11616
2085,Katza,02/12/2019,2019,december,NA,15,C,15C,katza 15 Tal Perevoloski Shahar Chaikin december 2019,katza 15 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.52204,34.934467,8.8,Pomacentrus trichrourus,0,2,5,68,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.04203,3,could be wrong,C,10.5075
2086,Katza,02/12/2019,2019,december,NA,15,C,15C,katza 15 Tal Perevoloski Shahar Chaikin december 2019,katza 15 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.52204,34.934467,8.8,Pomacentrus trichrourus,0,1,4,68,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.04203,3,could be wrong,C,2.68992
2087,Katza,02/12/2019,2019,december,NA,15,C,15C,katza 15 Tal Perevoloski Shahar Chaikin december 2019,katza 15 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.52204,34.934467,8.8,Pomacentrus trichrourus,0,1,2,68,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.04203,3,could be wrong,C,0.33624
2088,Katza,02/12/2019,2019,december,NA,15,C,15C,katza 15 Tal Perevoloski Shahar Chaikin december 2019,katza 15 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.52204,34.934467,8.8,Amblyglyphidodon flavilatus,0,1,8,68,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.02239,2.99,bayesian,C,11.22776088
2089,Katza,02/12/2019,2019,december,NA,15,C,15C,katza 15 Tal Perevoloski Shahar Chaikin december 2019,katza 15 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.52204,34.934467,8.8,Amblyglyphidodon flavilatus,0,1,7,68,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.02239,2.99,bayesian,C,7.531773189
2090,Katza,02/12/2019,2019,december,NA,15,C,15C,katza 15 Tal Perevoloski Shahar Chaikin december 2019,katza 15 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.52204,34.934467,8.8,Amblyglyphidodon flavilatus,0,1,6,68,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.02239,2.99,bayesian,C,4.75035791
2091,Katza,02/12/2019,2019,december,NA,15,C,15C,katza 15 Tal Perevoloski Shahar Chaikin december 2019,katza 15 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.52204,34.934467,8.8,Amblyglyphidodon flavilatus,0,2,8,68,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.02239,2.99,bayesian,C,22.45552175
2092,Katza,02/12/2019,2019,december,NA,15,C,15C,katza 15 Tal Perevoloski Shahar Chaikin december 2019,katza 15 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.52204,34.934467,8.8,Amblyglyphidodon flavilatus,0,1,4,68,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.02239,2.99,bayesian,C,1.413232016
2093,Katza,02/12/2019,2019,december,NA,15,C,15C,katza 15 Tal Perevoloski Shahar Chaikin december 2019,katza 15 Tal Perevoloski 2019 december,Tal Perevolotski,two_observers,29.52204,34.934467,8.8,Ostorhinchus cyanosoma,0,2,3,68,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,synonym,shallow,NA,NA,NA,NA,NA
