"","Site_name","Date","year","month","Sub_site","Transect","Trans_type","trans_ID","Trans_surveyor_id","observer","observer_num_adults","lat","lon","Depth","Time_start","Time_end","Species","Amount","Length","Confidence","Object","C","R","G","S","SG","A","B","A1_size","A2_size","A3_size","K1_size","K2_size","K3_size","Habitat","Description","Notes","Photos","Logger","a","b","convertion_method"
"1928","Princess",2020-10-15,"2020","october","1","A","T","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Parupeneus macronemus","1","14","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.00688666666666667,3.26266666666667,"mean"
"1929","Princess",2020-10-15,"2020","october","1","A","T","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Pseudanthias squamipinnis","30","4","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.0569,2.65,"mean"
"1930","Princess",2020-10-15,"2020","october","1","A","T","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Pseudanthias squamipinnis","10","7","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.0569,2.65,"mean"
"1931","Princess",2020-10-15,"2020","october","1","A","T","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Pseudanthias taeniatus","30","7","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.01277,3,"mean"
"1932","Princess",2020-10-15,"2020","october","1","A","T","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Pseudanthias taeniatus","30","8","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.01277,3,"mean"
"1933","Princess",2020-10-15,"2020","october","1","A","T","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Dascyllus trimaculatus","6","7","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.0716,2.635,"mean"
"1934","Princess",2020-10-15,"2020","october","1","A","T","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Dascyllus trimaculatus","1","8","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.0716,2.635,"mean"
"1935","Princess",2020-10-15,"2020","october","1","A","T","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Dascyllus trimaculatus","2","10","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.0716,2.635,"mean"
"1936","Princess",2020-10-15,"2020","october","1","A","T","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Cephalopholis hemistiktos","1","12","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.0175,3,"mean"
"1937","Princess",2020-10-15,"2020","october","1","A","T","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Sufflamen albicaudatum","1","14","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.00885,3.277,NA
"1938","Princess",2020-10-15,"2020","october","1","A","T","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Bodianus anthioides","1","15","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.01202,3.06,"bayesian"
"1939","Princess",2020-10-15,"2020","october","1","A","T","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Bodianus anthioides","1","13","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.01202,3.06,"bayesian"
"1940","Princess",2020-10-15,"2020","october","1","A","T","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Ctenochaetus striatus","1","14","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.0137,3.083,"mean"
"1941","Princess",2020-10-15,"2020","october","1","A","T","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Ctenochaetus striatus","1","15","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.0137,3.083,"mean"
"1942","Princess",2020-10-15,"2020","october","1","A","T","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Amanses scopas","1","13","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.02188,2.91,"bayesian"
"1943","Princess",2020-10-15,"2020","october","1","A","T","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Chlorurus gibbus","1","55","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.0248134375,2.93332291666667,NA
"1944","Princess",2020-10-15,"2020","october","1","A","T","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Chlorurus gibbus","1","45","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.0248134375,2.93332291666667,NA
"1945","Princess",2020-10-15,"2020","october","1","A","T","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Coris aygula","1","60","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.01452,3,"mean"
"1946","Princess",2020-10-15,"2020","october","1","A","T","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Coris caudimacula","1","5","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.01,3.06,"bayesian"
"1947","Princess",2020-10-15,"2020","october","1","A","T","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Coris caudimacula","1","12","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.01,3.06,"bayesian"
"1948","Princess",2020-10-15,"2020","october","1","A","T","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Epinephelus fasciatus","1","12","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.01945,2.9315,"mean"
"1949","Princess",2020-10-15,"2020","october","1","A","T","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Cyclichthys spilostylus","1","45","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.0309,2.89,"mean"
"1950","Princess",2020-10-15,"2020","october","1","A","C","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Pomacentrus trichrourus","10","7","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.02058,3,"mean"
"1951","Princess",2020-10-15,"2020","october","1","A","C","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Pomacentrus trichrourus","5","5","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.02058,3,"mean"
"1952","Princess",2020-10-15,"2020","october","1","A","C","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Dascyllus marginatus","2","4","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.02978,3,"mean"
"1953","Princess",2020-10-15,"2020","october","1","A","C","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Dascyllus marginatus","1","3","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.02978,3,"mean"
"1954","Princess",2020-10-15,"2020","october","1","A","C","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Dascyllus marginatus","1","2","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.02978,3,"mean"
"1955","Princess",2020-10-15,"2020","october","1","A","C","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Cheilodipterus novemstriatus","10","2.5","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.01096,3.11,"bayesian"
"1956","Princess",2020-10-15,"2020","october","1","A","C","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Ostorhinchus cyanosoma","10","2","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.011,3.24,"mean"
"1957","Princess",2020-10-15,"2020","october","1","A","C","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Pseudochromis springeri","1","3","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.01175,3.01,"bayesian"
"1958","Princess",2020-10-15,"2020","october","1","A","C","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Cheilodipterus quinquelineatus","5","3","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.01,3.11,"mean"
"1959","Princess",2020-10-15,"2020","october","1","A","C","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Pleurosicya micheli","2","2","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.00617,3.08,"bayesian"
"1960","Princess",2020-10-15,"2020","october","1","A","C","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Eviota zebrina","1","1","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.0146223333333333,2.88026666666667,NA
"1961","Princess",2020-10-15,"2020","october","1","A","C","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Synodus variegatus","1","4","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.00262,3.431,"mean"
"1962","Princess",2020-10-15,"2020","october","1","A","C","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Synodus variegatus","1","5","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.00262,3.431,"mean"
"1963","Princess",2020-10-15,"2020","october","1","A","C","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Eviota guttata","1","2","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.00617,3.08,"bayesian"
"1964","Princess",2020-10-15,"2020","october","1","A","C","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Corythoichthys schultzi","1","12","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.00056,3,"mean"
"1965","Princess",2020-10-15,"2020","october","1","A","C","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Corythoichthys schultzi","2","13.5","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.00056,3,"mean"
"1966","Princess",2020-10-15,"2020","october","1","A","C","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Gnatholepis anjerensis","3","2","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.00871,3.06,"bayesian"
"1967","Princess",2020-10-15,"2020","october","1","A","C","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Gnatholepis anjerensis","5","3","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.00871,3.06,"bayesian"
"1968","Princess",2020-10-15,"2020","october","1","A","C","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Gnatholepis anjerensis","3","4.5","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.00871,3.06,"bayesian"
"1969","Princess",2020-10-15,"2020","october","1","A","C","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Amblyeleotris steinitzi","1","5","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.0146223333333333,2.88026666666667,NA
"1970","Princess",2020-10-15,"2020","october","1","A","C","Princess 1 A Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",16,NA,NA,"Valenciennea puellaris","1","9","0",NA,8,4,24,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,"buttom of the slope, sand with small rich knolls. a little bit of seagrass in the depth",NA,NA,NA,0.00869,3,"mean"
"1971","Princess",2020-10-15,"2020","october","1","B","T","Princess 1 B Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",7.5,NA,NA,"Sufflamen albicaudatum","1","18","0",NA,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,"upper slope, only sand with big knolls about 5m nearby",NA,NA,NA,0.00885,3.277,NA
"1972","Princess",2020-10-15,"2020","october","1","B","T","Princess 1 B Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",7.5,NA,NA,"Sufflamen albicaudatum","1","14","0",NA,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,"upper slope, only sand with big knolls about 5m nearby",NA,NA,NA,0.00885,3.277,NA
"1973","Princess",2020-10-15,"2020","october","1","B","T","Princess 1 B Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",7.5,NA,NA,"Sufflamen albicaudatum","1","13","0",NA,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,"upper slope, only sand with big knolls about 5m nearby",NA,NA,NA,0.00885,3.277,NA
"1974","Princess",2020-10-15,"2020","october","1","B","T","Princess 1 B Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",7.5,NA,NA,"Pseudanthias squamipinnis","100","5","0",NA,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,"upper slope, only sand with big knolls about 5m nearby",NA,NA,NA,0.0569,2.65,"mean"
"1975","Princess",2020-10-15,"2020","october","1","B","T","Princess 1 B Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",7.5,NA,NA,"Pseudanthias squamipinnis","50","3.5","0",NA,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,"upper slope, only sand with big knolls about 5m nearby",NA,NA,NA,0.0569,2.65,"mean"
"1976","Princess",2020-10-15,"2020","october","1","B","T","Princess 1 B Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",7.5,NA,NA,"Chlorurus sordidus","1","12","0",NA,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,"upper slope, only sand with big knolls about 5m nearby",NA,NA,NA,0.02028,3.08733333333333,"mean"
"1977","Princess",2020-10-15,"2020","october","1","B","T","Princess 1 B Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",7.5,NA,NA,"Lethrinus mahsena","5","17","0",NA,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,"upper slope, only sand with big knolls about 5m nearby",NA,NA,NA,0.014,3.1185,"mean"
"1978","Princess",2020-10-15,"2020","october","1","B","T","Princess 1 B Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",7.5,NA,NA,"Parupeneus forsskali","1","17","0",NA,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,"upper slope, only sand with big knolls about 5m nearby",NA,NA,NA,0.007,3.1699,"mean"
"1979","Princess",2020-10-15,"2020","october","1","B","T","Princess 1 B Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",7.5,NA,NA,"Parupeneus forsskali","10","8","0",NA,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,"upper slope, only sand with big knolls about 5m nearby",NA,NA,NA,0.007,3.1699,"mean"
"1980","Princess",2020-10-15,"2020","october","1","B","T","Princess 1 B Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",7.5,NA,NA,"Scarus fuscopurpureus","1","25","0",NA,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,"upper slope, only sand with big knolls about 5m nearby",NA,NA,NA,0.01445,3.04,"bayesian"
"1981","Princess",2020-10-15,"2020","october","1","B","T","Princess 1 B Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",7.5,NA,NA,"Zebrasoma xanthurum","2","13","0",NA,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,"upper slope, only sand with big knolls about 5m nearby",NA,NA,NA,0.02344,2.97,"bayesian"
"1982","Princess",2020-10-15,"2020","october","1","B","T","Princess 1 B Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",7.5,NA,NA,"Hologymnosus annulatus","1","35","0",NA,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,"upper slope, only sand with big knolls about 5m nearby",NA,NA,NA,0.01,3.06,"bayesian"
"1983","Princess",2020-10-15,"2020","october","1","B","T","Princess 1 B Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",7.5,NA,NA,"Canthigaster cyanospilota","1","7","0",NA,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,"upper slope, only sand with big knolls about 5m nearby",NA,NA,NA,0.04625,2.84525,NA
"1984","Princess",2020-10-15,"2020","october","1","B","T","Princess 1 B Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",7.5,NA,NA,"Heniochus intermedius","1","12","0",NA,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,"upper slope, only sand with big knolls about 5m nearby",NA,NA,NA,0.03981,3,"mean"
"1985","Princess",2020-10-15,"2020","october","1","B","T","Princess 1 B Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",7.5,NA,NA,"Ostracion cyanurus","1","12","0",NA,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,"upper slope, only sand with big knolls about 5m nearby",NA,NA,NA,0.101,2.588,NA
"1986","Princess",2020-10-15,"2020","october","1","B","T","Princess 1 B Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",7.5,NA,NA,"Odonus niger","1","27","0",NA,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,"upper slope, only sand with big knolls about 5m nearby",NA,NA,NA,0.0119,3,"mean"
"1987","Princess",2020-10-15,"2020","october","1","B","T","Princess 1 B Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",7.5,NA,NA,"Odonus niger","1","22","0",NA,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,"upper slope, only sand with big knolls about 5m nearby",NA,NA,NA,0.0119,3,"mean"
"1988","Princess",2020-10-15,"2020","october","1","B","T","Princess 1 B Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",7.5,NA,NA,"Paracheilinus octotaenia","10","4","0",NA,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,"upper slope, only sand with big knolls about 5m nearby",NA,NA,NA,0.00977,3.05,"bayesian"
"1989","Princess",2020-10-15,"2020","october","1","B","T","Princess 1 B Tal Perevolotsky Yamit Romano october 2020","Princess 1 Tal Perevolotsky october 2020","Tal Perevolotski","two_observers","29.495582","34.908574",7.5,NA,NA,"Paracheilinus octotaenia","3","5","0",NA,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,"upper slope, only sand with big knolls about 5m nearby",NA,NA,NA,0.00977,3.05,"bayesian"
